stationID,obsTimeUtc,obsTimeLocal,solarRadiation,lon,epoch,lat,uv,winddir,humidity,imperial.temp,imperial.heatIndex,imperial.dewpt,imperial.windChill,imperial.windSpeed,imperial.windGust,imperial.pressure,imperial.precipRate,imperial.precipTotal
KWASEATT2743,2022-08-04T07:59:44Z,2022-08-04 00:59:44,0.02,-122.373,1659599984,47.532,0,20,77,59,59,52,59,2,6,29.67,0,0
KWASEATT2743,2022-08-04T08:59:59Z,2022-08-04 01:59:59,0.02,-122.373,1659603599,47.532,0,25,78,59,59,52,59,2,5,29.67,0,0
KWASEATT2743,2022-08-04T09:59:56Z,2022-08-04 02:59:56,0.02,-122.373,1659607196,47.532,0,25,80,59,59,53,59,2,5,29.67,0,0
KWASEATT2743,2022-08-04T10:59:54Z,2022-08-04 03:59:54,0.02,-122.373,1659610794,47.532,0,36,84,58,58,53,58,2,6,29.67,0,0
KWASEATT2743,2022-08-04T11:59:51Z,2022-08-04 04:59:51,0.02,-122.373,1659614391,47.532,0,33,85,58,58,53,58,3,6,29.66,0,0
KWASEATT2743,2022-08-04T12:59:50Z,2022-08-04 05:59:50,3.95,-122.373,1659617990,47.532,0,33,86,58,58,54,58,2,5,29.68,0,0
KWASEATT2743,2022-08-04T13:59:47Z,2022-08-04 06:59:47,29.18,-122.373,1659621587,47.532,0,40,87,58,58,54,58,2,4,29.7,0,0
KWASEATT2743,2022-08-04T14:59:46Z,2022-08-04 07:59:46,56.95,-122.373,1659625186,47.532,0,317,86,58,58,54,58,1,3,29.71,0,0
KWASEATT2743,2022-08-04T15:59:59Z,2022-08-04 08:59:59,197.42,-122.373,1659628799,47.532,1,13,82,59,59,54,59,2,5,29.73,0,0
KWASEATT2743,2022-08-04T16:59:58Z,2022-08-04 09:59:58,266.31,-122.373,1659632398,47.532,2,12,79,60,60,54,60,2,4,29.73,0,0
KWASEATT2743,2022-08-04T17:59:56Z,2022-08-04 10:59:56,317.92,-122.373,1659635996,47.532,3,14,76,62,62,54,62,2,5,29.76,0,0
KWASEATT2743,2022-08-04T18:59:54Z,2022-08-04 11:59:54,263.44,-122.373,1659639594,47.532,2,356,75,62,62,54,62,2,4,29.78,0,0
KWASEATT2743,2022-08-04T19:59:52Z,2022-08-04 12:59:52,311.08,-122.373,1659643192,47.532,3,24,90,58,58,55,58,1,3,29.79,0,0
KWASEATT2743,2022-08-04T20:59:50Z,2022-08-04 13:59:50,418.21,-122.373,1659646790,47.532,4,75,83,61,61,56,61,1,3,29.8,0,0
KWASEATT2743,2022-08-04T21:59:47Z,2022-08-04 14:59:47,505.15,-122.373,1659650387,47.532,4,42,74,62,62,54,62,1,3,29.81,0,0
KWASEATT2743,2022-08-04T22:59:45Z,2022-08-04 15:59:45,998.86,-122.373,1659653985,47.532,9,40,68,65,65,54,65,1,3,29.81,0,0
KWASEATT2743,2022-08-04T23:59:44Z,2022-08-04 16:59:44,855.86,-122.373,1659657584,47.532,8,8,63,66,66,54,66,1,4,29.8,0,0
KWASEATT2743,2022-08-05T00:59:58Z,2022-08-04 17:59:58,123.28,-122.373,1659661198,47.532,1,357,60,66,66,52,66,1,3,29.79,0,0
KWASEATT2743,2022-08-05T01:59:56Z,2022-08-04 18:59:56,148.45,-122.373,1659664796,47.532,1,56,60,65,65,51,65,1,2,29.78,0,0
KWASEATT2743,2022-08-05T02:59:54Z,2022-08-04 19:59:54,66.13,-122.373,1659668394,47.532,0,10,60,64,64,50,64,0,2,29.78,0,0
KWASEATT2743,2022-08-05T03:59:51Z,2022-08-04 20:59:51,18.97,-122.373,1659671991,47.532,0,132,64,62,62,50,62,0,1,29.78,0,0
KWASEATT2743,2022-08-05T04:59:49Z,2022-08-04 21:59:49,0.19,-122.373,1659675589,47.532,0,60,69,60,60,50,60,0,1,29.79,0,0
KWASEATT2743,2022-08-05T05:59:48Z,2022-08-04 22:59:48,0.02,-122.373,1659679188,47.532,0,42,74,59,59,51,59,0,1,29.79,0,0
KWASEATT2743,2022-08-05T06:59:59Z,2022-08-04 23:59:59,0.02,-122.373,1659682799,47.532,0,54,81,57,57,52,57,0,1,29.8,0,0
KWASEATT2743,2022-08-05T07:59:59Z,2022-08-05 00:59:59,0.02,-122.373,1659686399,47.532,0,40,85,56,56,52,56,0,1,29.81,0,0
KWASEATT2743,2022-08-05T08:59:58Z,2022-08-05 01:59:58,0.02,-122.373,1659689998,47.532,0,140,87,55,55,51,55,0,0,29.81,0,0
KWASEATT2743,2022-08-05T09:59:55Z,2022-08-05 02:59:55,0.02,-122.373,1659693595,47.532,0,8,85,55,55,51,55,0,1,29.8,0,0
KWASEATT2743,2022-08-05T10:59:53Z,2022-08-05 03:59:53,0.02,-122.373,1659697193,47.532,0,337,86,55,55,50,55,1,2,29.8,0,0
